4490,HALLOWEEN CHOCOLATES,0,0.99,104
4500,YU CHOY,1,1.29,45.6
4503,CELERY CABBAGE,1,1.14,145.2
4508,THAI RED PEPPERS,1,1.09,84.2
4510,ALE VERA LEAVES,1,1.19,75.3
4512,HEIRLOOM UGLY RIPE,1,0.99,101.5
4515,FENNEL,1,1.19,135.5
4519,ARTICHOKES BABY,0,3.99,53
4522,ASPARAGUS WHITE,1,0.99,101.5
4525,ASPARAGUS PURPLE,1,0.99,56.3
4527,LONG BEAN,1,1.19,135.5
4530,BEANS POLE,1,1.19,75.3
4533,BEANS WAX,1,1.29,45.6
4536,BEAN SPROUTS,1,1.09,84.2
4539,BEETS BUNCH,0,3.99,53
4543,ENDIVE BELGIAN,1,1.49,176.5
4544,BOK CHOY (BABY),1,0.89,35.4
4545,BOK CHOY,1,1.29,45.6
4546,BONIATO,1,1.39,198.2
4547,RAPINI,1,1.49,176.5
4549,BROCCOLI CROWNS,1,0.99,101.5
4550,BRUSSEL SPROUTS,1,1.09,84.2
4552,NAPPA,0,3.99,53
4554,CABBAGE RED,1,1.29,45.6
4555,CABBAGE SAVOY,1,0.89,35.4
4558,NOPALITO (CACTUS LEAVES),1,1.19,135.5
4559,CARDONI,1,1.14,145.2
4567,BROCCOLFLOWER,0,7.49,67
4577,CELERY (LB. PIECES),1,1.35,187.7
4585,CELERY ROOT,1,1.39,198.2
4593,CUCUMBERS HOT HOUSE,1,1.45,145.2
4594,JAPANESE CUCUMBER,1,2.09,145.5
4596,PICKLES,1,1.39,198.2
4598,DAIKON,1,1.25,164.1
4599,EGGPLANT  BABY,1,0.79,187.3
4601,JAPANESE EGGPLANT,1,0.49,123.2
4603,THAI EGGPLANT,1,0.89,94.2
4604,ENDIVE CURLY,1,2.09,145.5
4605,ESCAROLE FLAT,1,0.49,123.2
4606,FIDDLE HEAD FERNS,0,0.99,104
4607,GAI CHOY,1,1.45,145.2
4608,GARLIC,0,3.99,53
4609,GARLIC ELEPHANT,1,0.99,56.3
4610,GARLIC BRAIDS,0,7.49,67
4612,GINGER ROOT,1,1.49,176.5
4614,COLLARD,0,7.49,67
4615,DANDELION,1,0.99,56.3
4616,MUSTARD,1,0.89,94.2
4619,TURNIP,1,1.09,84.2
4620,SALAD SAVOY,1,0.99,101.5
4625,HORSERADISH ROOT,1,0.99,101.5
4626,JICAMA,1,1.49,176.5
4627,KALE,1,0.99,101.5
4628,KOHLRABI,1,0.89,94.2
4629,LEEK,1,1.09,84.2
4631,BIBB SMALL HEAD,1,1.14,145.2
4632,BOSTON GREEN,1,1.05,154.5
4636,RED SEEDED,1,0.79,187.3
4640,ROMAINE,1,0.99,56.3
4644,MALANGA COCO,1,1.49,176.5
4650,MUSHROOMS PRTBLLO,1,1.19,75.3
4651,MUSHROOMS SHITAKE,1,1.29,45.6
4655,OKRA,1,1.14,145.2
4656,CHINESE OKRA,1,1.05,154.5
4659,KNOB ONION,0,3.99,53
4663,WHITE,1,1.19,75.3
4664,BULK ON THE VINE,0,3.99,53
4665,YELLOW,1,1.29,45.6
4671,PARSLEY ROOT,1,1.45,145.2
4677,ANAHEIM PEPPERS,1,1.29,45.6
4685,ANCHO,1,0.89,35.4
4687,CUBANELLI,1,0.89,35.4
4690,HUNGARIAN HOT,1,1.45,145.2
4693,JALAPENO,1,1.39,198.2
4696,LONG HOT,1,2.09,145.5
4711,HABANERO (SCOTCH BON),1,1.35,187.7
4712,AJIES,1,1.19,75.3
4721,FINGER HOT,1,1.14,145.2
4726,WHITE LONG,1,1.45,145.2
4730,BAKING PREMIUM,1,1.14,145.2
4734,MINI PUMPKIN,1,0.99,56.3
4735,JACK O LANTERN PUMPKIN,1,0.89,94.2
4736,GOURDS,1,0.79,187.3
4737,INDIAN CORN,1,1.19,135.5
4738,RADICCHIO,0,3.99,53
4745,RHUBARB,1,2.09,145.5
4747,RUTABAGA,1,0.49,123.2
4750,ACORN GREEN,1,1.14,145.2
4751,ACORN WHITE/GOLD,1,0.89,35.4
4758,BUTTERCUP,1,1.35,187.7
4759,BUTTERNUT,1,1.25,164.1
4760,CALABAZA SQUASH,1,1.05,154.5
4761,CHAYOTE SQUASH,1,1.25,164.1
4772,CHILACA,1,1.29,45.6
4776,SPAGHETTI,1,1.39,198.2
4778,YELLOW (SMALL),1,1.29,45.6
4780,TURBAN,1,1.49,176.5
4782,YELLOW,1,2.09,145.5
4783,BITTER MELON,1,1.19,75.3
4785,MEXICAN GRAY,1,1.45,145.2
4787,OPU SQUASH,1,0.99,56.3
4788,MINI INDIAN CORN,0,0.99,104
4789,CALABACITA,1,1.14,145.2
4793,TAMARILLO,0,0.99,104
4794,TARO ROOT,1,0.79,187.3
4797,CHERRY YELLOW/ORANGE,0,7.49,67
4799,HOT HOUSE,1,0.89,94.2
4801,TOMATILLO,0,3.99,53
4805,VINE RIPE,1,1.19,75.3
4808,GREEN,1,0.99,56.3
4810,TURNIPS,1,1.19,135.5
4815,WATERCRESS,1,1.09,84.2
4817,SWEET JUMBO,1,1.25,164.1
4819,YUCA,0,0.99,104
4822,SM PAINTED PUMPKIN,0,3.99,53
4823,LG PAINTED PUMPKIN,0,7.49,67
4827,EDIBLE FLOWERS,1,1.39,198.2
4829,FUZZY SQUASH,1,1.35,187.7
4830,NAME,1,0.49,123.2
4831,YAUTIA,1,1.19,135.5
4832,GUINEO VERDI,1,1.39,198.2
4835,CINNAMON STICKS,1,2.09,145.5
4838,MALANGA ISLENIA,1,2.09,145.5
4879,T/H CHRYSANTHEMEM LEAVES,1,1.19,75.3
4884,ARUGULA BUNCH,1,0.49,123.2
4887,BASIL BULK,1,0.89,94.2
4889,CILANTRO,1,1.45,145.2
4893,PICKLING DILL,0,0.99,104
4894,LEMON GRASS,1,0.79,187.3
4896,MINT BUNCH,1,0.79,187.3
4899,PARSLEY EA.FULL BUNCH,1,1.05,154.5
4902,PARSLEY FLAT,1,1.35,187.7
4909,PARSLEY LB PIECES,1,1.25,164.1
4911,POTTED HERBS,1,1.19,135.5
4927,CHESTNUTS BULK,1,1.39,198.2
4929,MIXED NUTS W/ SHELLS,0,3.99,53
4932,PEANUTS,0,7.49,67
4936,PECANS NATURAL,1,0.99,56.3
4939,PISTACHIO,1,2.09,145.5
4943,WALNUTS IN SHELL,1,0.79,187.3
4947,DELUXE MIXED NUTS,1,0.49,123.2
4948,CASHEWS,1,1.45,145.2
4955,CHOCOLATES UNWRAPPED,1,1.49,176.5
8423,NIRA GRASS  GREEN,0,7.49,67
8427,MO QUA HAIRY SQSH,0,0.99,104
94011,BANANAS,1,1.39,198.2
94013,ORANGES,1,0.99,101.5
94016,APPLES RED DELICIOUS,1,1.45,145.2
94017,APPLES GRANNY SMITH,1,1.35,187.7
94020,APPLES  GOLD DEL.,1,1.25,164.1
94022,GRAPES GREEN S/L,1,1.09,84.2
94023,GRAPES RED S/L,1,1.19,75.3
94034,HONEYDEW,1,1.29,45.6
94044,PEACHES,1,1.09,84.2
94049,CANTELOPE,1,0.49,123.2
94060,BROCCOLI,1,1.49,176.5
94062,CUCUMBERS,1,0.99,56.3
94065,PEPPERS GREEN,1,1.29,45.6
94067,ZUCCHINI,1,1.25,164.1
94069,CABBAGE GREEN,1,2.09,145.5
94070,CELERY BUNCH,0,0.99,104
94075,LETTUCE RED LEAF,1,1.14,145.2
94076,LETTUCE GREEN LEAF,1,0.89,35.4
94079,CAULIFLOWER,1,1.19,135.5
94085,MUSHROOMS,1,1.05,154.5
94090,SPINACH,1,1.14,145.2
94094,CARROTS BUNCH,1,0.79,187.3
94129,APPLES  FUJI,1,1.14,145.2
94133,APPLES  GALA,1,1.05,154.5
94281,GRAPEFRUIT RED,1,0.89,94.2
94409,PEARS,1,1.19,75.3
94586,CHARD GREEN,0,7.49,67
94587,CHARD RED,0,3.99,53
94608,GARLIC CELLO,1,0.99,101.5
94640,ROMAINE,1,0.89,35.4
94805,TOMATOES,1,1.05,154.5
94900,PARSLEY,1,0.89,94.2
